run_id,timestamp,model_type,tag,kind,epochs_run,best_epoch,best_val_loss,crosses_f1,crosses_auc,macro_f1,looks_f1,actions_f1,run_dir,best_ckpt,git_sha
20260619_140234_full,20260619_140234,full,,train,21,6,4.2289,0.1318,0.691,0.2783,0.145,0.558,outputs\runs\20260619_140234_full,outputs\runs\20260619_140234_full\checkpoints\best.pth,fb40def
20260619_140234_full,20260619_140234,full,,eval,0,0,nan,0.1318,0.6918,0.2789,0.1463,0.5585,D:\Grad_Ped_Predict\outputs\runs\20260619_140234_full,outputs\runs\20260619_140234_full\checkpoints\best.pth,fb40def
20260619_140234_full,20260619_140234,full,,eval,0,0,nan,0.0773,0.6069,0.2777,0.1933,0.5625,D:\Grad_Ped_Predict\outputs\runs\20260619_140234_full,outputs\runs\20260619_140234_full\checkpoints\best.pth,fb40def
test_phase_schedule_smoke_thre0,test_phase,full,schedule,schedule,3,1,1.4995,0.6667,1.0,0.2222,0.0,0.0,C:\Users\LENOVO\AppData\Local\Temp\pytest-of-LENOVO\pytest-19\test_phase_schedule_smoke_thre0,C:\Users\LENOVO\AppData\Local\Temp\pytest-of-LENOVO\pytest-19\test_phase_schedule_smoke_thre0\phase_2_p3\checkpoints\best.pth,e73ea24
test_reload_best_between_phase0,test_reload,full,schedule,schedule,2,1,1.5047,0.6667,1.0,0.2222,0.0,0.0,C:\Users\LENOVO\AppData\Local\Temp\pytest-of-LENOVO\pytest-19\test_reload_best_between_phase0,C:\Users\LENOVO\AppData\Local\Temp\pytest-of-LENOVO\pytest-19\test_reload_best_between_phase0\phase_1_p2\checkpoints\best.pth,e73ea24
test_fit_smoke_one_tiny_chunk0,test_fit,full,,train,1,1,1.7223,0.6667,1.0,0.2222,0.0,0.0,C:\Users\LENOVO\AppData\Local\Temp\pytest-of-LENOVO\pytest-19\test_fit_smoke_one_tiny_chunk0,C:\Users\LENOVO\AppData\Local\Temp\pytest-of-LENOVO\pytest-19\test_fit_smoke_one_tiny_chunk0\checkpoints\best.pth,e73ea24
test_phase_schedule_smoke_thre0,test_phase,full,schedule,schedule,3,1,1.496,0.6667,1.0,0.2222,0.0,0.0,C:\Users\LENOVO\AppData\Local\Temp\pytest-of-LENOVO\pytest-21\test_phase_schedule_smoke_thre0,C:\Users\LENOVO\AppData\Local\Temp\pytest-of-LENOVO\pytest-21\test_phase_schedule_smoke_thre0\phase_2_p3\checkpoints\best.pth,3eddd96
test_reload_best_between_phase0,test_reload,full,schedule,schedule,2,1,1.4879,0.6667,1.0,0.2222,0.0,0.0,C:\Users\LENOVO\AppData\Local\Temp\pytest-of-LENOVO\pytest-21\test_reload_best_between_phase0,C:\Users\LENOVO\AppData\Local\Temp\pytest-of-LENOVO\pytest-21\test_reload_best_between_phase0\phase_1_p2\checkpoints\best.pth,3eddd96
test_fit_smoke_one_tiny_chunk0,test_fit,full,,train,1,1,1.7223,0.6667,1.0,0.2222,0.0,0.0,C:\Users\LENOVO\AppData\Local\Temp\pytest-of-LENOVO\pytest-21\test_fit_smoke_one_tiny_chunk0,C:\Users\LENOVO\AppData\Local\Temp\pytest-of-LENOVO\pytest-21\test_fit_smoke_one_tiny_chunk0\checkpoints\best.pth,3eddd96
test_fit_smoke_one_tiny_chunk0,test_fit,full,,train,1,1,1.7223,0.6667,1.0,0.2222,0.0,0.0,C:\Users\LENOVO\AppData\Local\Temp\pytest-of-LENOVO\pytest-22\test_fit_smoke_one_tiny_chunk0,C:\Users\LENOVO\AppData\Local\Temp\pytest-of-LENOVO\pytest-22\test_fit_smoke_one_tiny_chunk0\checkpoints\best.pth,5f4410e
test_fit_smoke_one_tiny_chunk0,test_fit,full,,train,1,1,1.7223,0.6667,1.0,0.2222,0.0,0.0,C:\Users\LENOVO\AppData\Local\Temp\pytest-of-LENOVO\pytest-23\test_fit_smoke_one_tiny_chunk0,C:\Users\LENOVO\AppData\Local\Temp\pytest-of-LENOVO\pytest-23\test_fit_smoke_one_tiny_chunk0\checkpoints\best.pth,5f4410e
test_phase_schedule_smoke_thre0,test_phase,full,schedule,schedule,3,1,1.679,0.6667,1.0,0.2222,0.0,0.0,C:\Users\LENOVO\AppData\Local\Temp\pytest-of-LENOVO\pytest-23\test_phase_schedule_smoke_thre0,C:\Users\LENOVO\AppData\Local\Temp\pytest-of-LENOVO\pytest-23\test_phase_schedule_smoke_thre0\phase_2_p3\checkpoints\best.pth,5f4410e
test_reload_best_between_phase0,test_reload,full,schedule,schedule,2,1,1.6841,0.6667,1.0,0.2222,0.0,0.0,C:\Users\LENOVO\AppData\Local\Temp\pytest-of-LENOVO\pytest-23\test_reload_best_between_phase0,C:\Users\LENOVO\AppData\Local\Temp\pytest-of-LENOVO\pytest-23\test_reload_best_between_phase0\phase_1_p2\checkpoints\best.pth,5f4410e
test_phase_schedule_smoke_thre0,test_phase,full,schedule,schedule,3,1,1.697,0.6667,1.0,0.2222,0.0,0.0,C:\Users\LENOVO\AppData\Local\Temp\pytest-of-LENOVO\pytest-26\test_phase_schedule_smoke_thre0,C:\Users\LENOVO\AppData\Local\Temp\pytest-of-LENOVO\pytest-26\test_phase_schedule_smoke_thre0\phase_2_p3\checkpoints\best.pth,5f4410e
test_reload_best_between_phase0,test_reload,full,schedule,schedule,2,1,1.6505,0.6667,1.0,0.2222,0.0,0.0,C:\Users\LENOVO\AppData\Local\Temp\pytest-of-LENOVO\pytest-26\test_reload_best_between_phase0,C:\Users\LENOVO\AppData\Local\Temp\pytest-of-LENOVO\pytest-26\test_reload_best_between_phase0\phase_1_p2\checkpoints\best.pth,5f4410e
test_fit_smoke_one_tiny_chunk0,test_fit,full,,train,1,1,1.7223,0.6667,1.0,0.2222,0.0,0.0,C:\Users\LENOVO\AppData\Local\Temp\pytest-of-LENOVO\pytest-26\test_fit_smoke_one_tiny_chunk0,C:\Users\LENOVO\AppData\Local\Temp\pytest-of-LENOVO\pytest-26\test_fit_smoke_one_tiny_chunk0\checkpoints\best.pth,5f4410e
test_phase_schedule_smoke_thre0,test_phase,full,schedule,schedule,3,1,1.697,0.6667,1.0,0.2222,0.0,0.0,C:\Users\LENOVO\AppData\Local\Temp\pytest-of-LENOVO\pytest-27\test_phase_schedule_smoke_thre0,C:\Users\LENOVO\AppData\Local\Temp\pytest-of-LENOVO\pytest-27\test_phase_schedule_smoke_thre0\phase_2_p3\checkpoints\best.pth,5f4410e
test_reload_best_between_phase0,test_reload,full,schedule,schedule,2,1,1.6505,0.6667,1.0,0.2222,0.0,0.0,C:\Users\LENOVO\AppData\Local\Temp\pytest-of-LENOVO\pytest-27\test_reload_best_between_phase0,C:\Users\LENOVO\AppData\Local\Temp\pytest-of-LENOVO\pytest-27\test_reload_best_between_phase0\phase_1_p2\checkpoints\best.pth,5f4410e
test_fit_smoke_one_tiny_chunk0,test_fit,full,,train,1,1,1.7223,0.6667,1.0,0.2222,0.0,0.0,C:\Users\LENOVO\AppData\Local\Temp\pytest-of-LENOVO\pytest-27\test_fit_smoke_one_tiny_chunk0,C:\Users\LENOVO\AppData\Local\Temp\pytest-of-LENOVO\pytest-27\test_fit_smoke_one_tiny_chunk0\checkpoints\best.pth,5f4410e
test_phase_schedule_smoke_thre0,test_phase,full,schedule,schedule,3,1,1.7114,0.6667,1.0,0.2222,0.0,0.0,C:\Users\LENOVO\AppData\Local\Temp\pytest-of-LENOVO\pytest-28\test_phase_schedule_smoke_thre0,C:\Users\LENOVO\AppData\Local\Temp\pytest-of-LENOVO\pytest-28\test_phase_schedule_smoke_thre0\phase_2_p3\checkpoints\best.pth,bf69c6a
test_reload_best_between_phase0,test_reload,full,schedule,schedule,2,1,1.665,0.6667,1.0,0.2222,0.0,0.0,C:\Users\LENOVO\AppData\Local\Temp\pytest-of-LENOVO\pytest-28\test_reload_best_between_phase0,C:\Users\LENOVO\AppData\Local\Temp\pytest-of-LENOVO\pytest-28\test_reload_best_between_phase0\phase_1_p2\checkpoints\best.pth,bf69c6a
test_fit_smoke_one_tiny_chunk0,test_fit,full,,train,1,1,1.7223,0.6667,1.0,0.2222,0.0,0.0,C:\Users\LENOVO\AppData\Local\Temp\pytest-of-LENOVO\pytest-0\test_fit_smoke_one_tiny_chunk0,C:\Users\LENOVO\AppData\Local\Temp\pytest-of-LENOVO\pytest-0\test_fit_smoke_one_tiny_chunk0\checkpoints\best.pth,bf69c6a
test_phase_schedule_smoke_thre0,test_phase,full,schedule,schedule,3,1,1.7114,0.6667,1.0,0.2222,0.0,0.0,C:\Users\LENOVO\AppData\Local\Temp\pytest-of-LENOVO\pytest-3\test_phase_schedule_smoke_thre0,C:\Users\LENOVO\AppData\Local\Temp\pytest-of-LENOVO\pytest-3\test_phase_schedule_smoke_thre0\phase_2_p3\checkpoints\best.pth,bf69c6a
test_reload_best_between_phase0,test_reload,full,schedule,schedule,2,1,1.665,0.6667,1.0,0.2222,0.0,0.0,C:\Users\LENOVO\AppData\Local\Temp\pytest-of-LENOVO\pytest-3\test_reload_best_between_phase0,C:\Users\LENOVO\AppData\Local\Temp\pytest-of-LENOVO\pytest-3\test_reload_best_between_phase0\phase_1_p2\checkpoints\best.pth,bf69c6a
test_fit_smoke_one_tiny_chunk0,test_fit,full,,train,1,1,1.7223,0.6667,1.0,0.2222,0.0,0.0,C:\Users\LENOVO\AppData\Local\Temp\pytest-of-LENOVO\pytest-3\test_fit_smoke_one_tiny_chunk0,C:\Users\LENOVO\AppData\Local\Temp\pytest-of-LENOVO\pytest-3\test_fit_smoke_one_tiny_chunk0\checkpoints\best.pth,bf69c6a
test_phase_schedule_smoke_thre0,test_phase,full,schedule,schedule,3,1,1.7114,0.6667,1.0,0.2222,0.0,0.0,C:\Users\LENOVO\AppData\Local\Temp\pytest-of-LENOVO\pytest-7\test_phase_schedule_smoke_thre0,C:\Users\LENOVO\AppData\Local\Temp\pytest-of-LENOVO\pytest-7\test_phase_schedule_smoke_thre0\phase_2_p3\checkpoints\best.pth,1f6af02
