epoch,train_loss,val_loss,lr,epoch_time_s,actions_acc,actions_f1,actions_auc,actions_precision,actions_recall,looks_acc,looks_f1,looks_auc,looks_precision,looks_recall,crosses_acc,crosses_f1,crosses_auc,crosses_precision,crosses_recall,macro_f1,overall_acc
1,1.441,3.5689,0.0,4564.3405,0.4194,0.5813,0.7075,0.4098,0.9998,0.9328,0.0,0.7578,0.0,0.0,0.0278,0.054,0.6845,0.0278,1.0,0.2118,0.46
2,1.0222,6.3331,0.0,4544.312,0.5856,0.6451,0.7627,0.4927,0.9341,0.9199,0.1623,0.7729,0.2727,0.1156,0.0278,0.054,0.4849,0.0278,1.0,0.2872,0.5111
